,fname,val,k
73,000000546225.jpg,True,1
74,000000524726.jpg,True,1
75,000000531731.jpg,True,1
76,000000534550.jpg,True,1
77,000000557770.jpg,True,1
78,000000548767.jpg,True,1
79,000000580496.jpg,True,1
80,000000547042.jpg,True,1
81,000000515996.jpg,True,1
82,000000532886.jpg,True,1
83,000000561759.jpg,True,1
84,000000529595.jpg,True,1
85,000000528991.jpg,True,1
86,000000558680.jpg,True,1
87,000000570157.jpg,True,1
88,000000544938.jpg,True,1
89,000000569105.jpg,False,1
90,000000552220.jpg,True,1
91,000000520056.jpg,False,1
92,000000516578.jpg,False,1
93,000000552991.jpg,False,1
94,000000565162.jpg,True,1
95,000000551628.jpg,False,1
96,000000549070.jpg,False,1
97,000000531251.jpg,False,1
98,000000570020.jpg,False,1
99,000000541781.jpg,False,1
100,000000533390.jpg,True,1
101,000000535731.jpg,False,1
102,000000534899.jpg,True,1
103,000000531417.jpg,False,1
104,000000579338.jpg,False,1
105,000000556206.jpg,False,1
106,000000549408.jpg,False,1
107,000000562665.jpg,False,1
108,000000533718.jpg,False,1
109,000000525013.jpg,False,1
110,000000553257.jpg,False,1
111,000000580448.jpg,False,1
112,000000565472.jpg,False,1
113,000000554153.jpg,False,1
114,000000567461.jpg,False,1
115,000000546616.jpg,False,1
116,000000580635.jpg,False,1
117,000000572576.jpg,False,1
118,000000544030.jpg,False,1
119,000000518045.jpg,False,1
120,000000536115.jpg,False,1
121,000000515675.jpg,False,1
122,000000575809.jpg,False,1
123,000000567386.jpg,False,1
124,000000556200.jpg,False,1
125,000000534059.jpg,False,1
126,000000550131.jpg,False,1
127,000000580535.jpg,False,1
128,000000556184.jpg,False,1
129,000000568541.jpg,False,1
130,000000529816.jpg,False,1
131,000000533740.jpg,False,1
132,000000558413.jpg,False,1
133,000000547159.jpg,False,1
134,000000522532.jpg,False,1
135,000000522518.jpg,False,1
136,000000532935.jpg,True,1
137,000000527385.jpg,False,1
138,000000553170.jpg,False,1
139,000000549116.jpg,False,1
140,000000528593.jpg,False,1
141,000000569573.jpg,False,1
142,000000574441.jpg,False,1
143,000000520695.jpg,False,1
144,000000540360.jpg,False,1
145,000000577101.jpg,False,1
146,000000545887.jpg,False,1
147,000000551634.jpg,False,1
148,000000519518.jpg,True,1
149,000000522050.jpg,False,1
150,000000575390.jpg,False,1
151,000000556768.jpg,False,1
152,000000556093.jpg,False,1
153,000000564207.jpg,True,1
154,000000580425.jpg,False,1
155,000000564213.jpg,False,1
156,000000560650.jpg,False,1
157,000000557034.jpg,False,1
158,000000529971.jpg,False,1
159,000000517486.jpg,False,1
160,000000573244.jpg,False,1
161,000000575054.jpg,False,1
162,000000545146.jpg,True,1
163,000000563193.jpg,True,1
164,000000565010.jpg,False,1
165,000000531933.jpg,False,1
166,000000558218.jpg,False,1
167,000000568380.jpg,False,1
168,000000539272.jpg,True,1
169,000000549533.jpg,True,1
170,000000531314.jpg,False,1
171,000000568719.jpg,False,1
172,000000539547.jpg,False,1
173,000000523303.jpg,False,1
174,000000581644.jpg,True,1
175,000000549751.jpg,False,1
176,000000520711.jpg,False,1
177,000000523901.jpg,False,1
178,000000535095.jpg,False,1
179,000000528902.jpg,False,1
180,000000570119.jpg,False,1
181,000000543937.jpg,False,1
182,000000524659.jpg,False,1
183,000000531359.jpg,False,1
184,000000535747.jpg,False,1
185,000000540948.jpg,False,1
186,000000571693.jpg,False,1
187,000000535985.jpg,False,1
188,000000549811.jpg,False,1
189,000000569932.jpg,False,1
190,000000529730.jpg,False,1
191,000000519750.jpg,False,1
192,000000557526.jpg,False,1
193,000000532386.jpg,True,1
194,000000559276.jpg,True,1
195,000000517550.jpg,False,1
196,000000547805.jpg,False,1
197,000000579864.jpg,False,1
198,000000550259.jpg,False,1
199,000000552770.jpg,False,1
200,000000577985.jpg,False,1
201,000000551844.jpg,False,1
202,000000550101.jpg,True,1
203,000000562792.jpg,False,1
204,000000575593.jpg,True,1
205,000000575232.jpg,False,1
206,000000521688.jpg,False,1
207,000000544501.jpg,False,1
208,000000571373.jpg,False,1
209,000000562074.jpg,True,1
210,000000564087.jpg,False,1
211,000000538355.jpg,False,1
212,000000579263.jpg,False,1
213,000000518035.jpg,False,1
214,000000560194.jpg,False,1
215,000000532794.jpg,False,1
216,000000548491.jpg,False,1
217,000000566921.jpg,True,1
218,000000520031.jpg,True,1
219,000000574966.jpg,False,1
220,000000525940.jpg,True,1
221,000000575388.jpg,False,1
222,000000542970.jpg,False,1
223,000000536250.jpg,False,1
224,000000545504.jpg,False,1
225,000000557446.jpg,False,1
226,000000547408.jpg,False,1
227,000000539469.jpg,True,1
228,000000515634.jpg,False,1
229,000000539769.jpg,False,1
230,000000575275.jpg,False,1
231,000000524856.jpg,False,1
232,000000526863.jpg,False,1
233,000000518141.jpg,False,1
234,000000539050.jpg,False,1
235,000000544982.jpg,False,1
236,000000574105.jpg,False,1
237,000000542216.jpg,False,1
238,000000535619.jpg,False,1
239,000000561747.jpg,False,1
240,000000580473.jpg,False,1
241,000000550531.jpg,False,1
242,000000579377.jpg,False,1
243,000000563831.jpg,True,1
244,000000548589.jpg,True,1
245,000000561663.jpg,False,1
246,000000564539.jpg,False,1
247,000000581342.jpg,False,1
248,000000565063.jpg,True,1
249,000000575721.jpg,False,1
250,000000566459.jpg,False,1
251,000000554763.jpg,True,1
252,000000531437.jpg,False,1
253,000000545017.jpg,True,1
254,000000517810.jpg,False,1
255,000000568136.jpg,False,1
256,000000553348.jpg,False,1
257,000000561219.jpg,False,1
258,000000514905.jpg,True,1
259,000000578321.jpg,True,1
260,000000564229.jpg,True,1
261,000000515596.jpg,False,1
262,000000540034.jpg,False,1
263,000000554993.jpg,False,1
264,000000540293.jpg,False,1
265,000000539273.jpg,False,1
266,000000544454.jpg,False,1
267,000000524036.jpg,False,1
268,000000543149.jpg,False,1
269,000000566269.jpg,False,1
270,000000516073.jpg,True,1
271,000000577465.jpg,False,1
272,000000521380.jpg,False,1
273,000000561832.jpg,False,1
274,000000546030.jpg,True,1
275,000000545256.jpg,False,1
276,000000517559.jpg,True,1
277,000000539009.jpg,False,1
278,000000522578.jpg,False,1
279,000000528768.jpg,False,1
280,000000516032.jpg,False,1
281,000000570370.jpg,False,1
282,000000574204.jpg,False,1
283,000000558691.jpg,True,1
284,000000575148.jpg,False,1
285,000000563800.jpg,False,1
286,000000549591.jpg,False,1
287,000000575085.jpg,False,1
288,000000553922.jpg,False,1
289,000000581645.jpg,False,1
290,000000547967.jpg,False,1
291,000000578266.jpg,False,1
292,000000527393.jpg,True,1
293,000000575423.jpg,False,1
294,000000525963.jpg,False,1
295,000000573919.jpg,False,1
296,000000579894.jpg,False,1
297,000000541598.jpg,False,1
298,000000579597.jpg,False,1
299,000000552955.jpg,False,1
300,000000551234.jpg,False,1
301,000000566019.jpg,False,1
302,000000555594.jpg,False,1
303,000000546259.jpg,False,1
304,000000569152.jpg,False,1
305,000000580193.jpg,False,1
306,000000538224.jpg,False,1
307,000000542648.jpg,False,1
308,000000571981.jpg,False,1
309,000000560145.jpg,False,1
310,000000547045.jpg,False,1
311,000000523122.jpg,False,1
312,000000520415.jpg,False,1
313,000000581706.jpg,False,1
314,000000527864.jpg,True,1
315,000000551694.jpg,False,1
316,000000574233.jpg,False,1
317,000000525257.jpg,False,1
318,000000575667.jpg,True,1
319,000000577689.jpg,False,1
320,000000551774.jpg,False,1
321,000000572583.jpg,True,1
322,000000554999.jpg,False,1
323,000000520646.jpg,False,1
324,000000581836.jpg,False,1
325,000000561904.jpg,True,1
326,000000515877.jpg,False,1
327,000000519270.jpg,False,1
328,000000553238.jpg,False,1
329,000000579972.jpg,False,1
330,000000523479.jpg,False,1
331,000000535518.jpg,False,1
332,000000537609.jpg,False,1
333,000000526817.jpg,False,1
334,000000521081.jpg,False,1
335,000000581333.jpg,False,1
336,000000516057.jpg,False,1
337,000000548064.jpg,False,1
338,000000516351.jpg,False,1
339,000000543682.jpg,True,1
340,000000548880.jpg,False,1
341,000000517444.jpg,False,1
342,000000580224.jpg,False,1
343,000000539240.jpg,False,1
344,000000529316.jpg,False,1
345,000000552278.jpg,False,1
346,000000563732.jpg,False,1
347,000000536706.jpg,False,1
348,000000562976.jpg,False,1
349,000000577379.jpg,False,1
350,000000534563.jpg,True,1
351,000000554594.jpg,False,1
352,000000557696.jpg,False,1
353,000000577799.jpg,False,1
354,000000548740.jpg,False,1
355,000000559871.jpg,False,1
356,000000534009.jpg,True,1
357,000000554331.jpg,False,1
358,000000567534.jpg,False,1
359,000000566933.jpg,False,1
360,000000578443.jpg,False,1
361,000000566150.jpg,False,1
362,000000538959.jpg,False,1
363,000000528871.jpg,False,1
364,000000557414.jpg,False,1
365,000000555395.jpg,False,1
366,000000515901.jpg,False,1
367,000000521120.jpg,False,1
368,000000534599.jpg,True,1
369,000000581272.jpg,True,1
370,000000555421.jpg,False,1
371,000000579285.jpg,False,1
372,000000533977.jpg,False,1
373,000000550858.jpg,False,1
374,000000518864.jpg,False,1
375,000000526293.jpg,False,1
376,000000550636.jpg,False,1
377,000000547822.jpg,False,1
378,000000536002.jpg,False,1
379,000000535665.jpg,False,1
380,000000571986.jpg,True,1
381,000000518031.jpg,False,1
382,000000540282.jpg,False,1
383,000000527900.jpg,False,1
384,000000533432.jpg,False,1
385,000000579119.jpg,False,1
386,000000518666.jpg,False,1
387,000000576917.jpg,False,1
388,000000556457.jpg,True,1
389,000000574903.jpg,False,1
390,000000565621.jpg,True,1
391,000000533748.jpg,False,1
392,000000539433.jpg,False,1
393,000000527880.jpg,False,1
394,000000544377.jpg,False,1
395,000000536527.jpg,False,1
396,000000542237.jpg,False,1
397,000000576699.jpg,False,1
398,000000575297.jpg,False,1
399,000000536452.jpg,True,1
400,000000573220.jpg,True,1
401,000000536501.jpg,True,1
402,000000516887.jpg,False,1
403,000000565403.jpg,False,1
404,000000526569.jpg,True,1
405,000000564182.jpg,False,1
406,000000545222.jpg,False,1
407,000000558590.jpg,True,1
408,000000579873.jpg,False,1
409,000000561906.jpg,False,1
410,000000523249.jpg,False,1
411,000000515817.jpg,False,1
412,000000518111.jpg,False,1
413,000000556989.jpg,False,1
414,000000564538.jpg,False,1
415,000000561819.jpg,False,1
416,000000536691.jpg,False,1
417,000000577523.jpg,False,1
418,000000545880.jpg,False,1
419,000000518143.jpg,False,1
420,000000529869.jpg,False,1
421,000000546505.jpg,False,1
422,000000536625.jpg,True,1
423,000000539855.jpg,False,1
424,000000556297.jpg,False,1
425,000000561782.jpg,False,1
426,000000567088.jpg,True,1
427,000000530733.jpg,False,1
428,000000546250.jpg,False,1
429,000000562429.jpg,False,1
430,000000537075.jpg,False,1
431,000000536060.jpg,False,1
432,000000543828.jpg,True,1
433,000000531712.jpg,False,1
434,000000520071.jpg,False,1
435,000000562250.jpg,False,1
